"DFr_D4C20A11.Text","Just my mother. Strange, this one is from Vrezodia. I should stop in and see Kauma after breakfast, anyway.",""
"DFr_A3D5E68D.Text","Good morning, uso.",""
"DFr_EF99E8AA.Text","Good morning, Yana. I don’t have anything for you today.",""
"DFr_BBE7D0AE.Text","That’s okay. I have things for you. Starting with breakfast.",""
"DFr_107191AB.Text","You take such good care of me.",""
"DFr_89993C55.Text","Someone has to. Eat up and then I need you to deliver a few meals for me.",""
"DFr_0105AAB8.Text","I don’t have anyone on my route so I’m all yours.",""
"DFr_8961DF8C.Text","Music to my ears.",""
"DFr_C14FE0D6.Text","I’m glad to hear it. Now, I need you to deliver meals to Eriato, Kauma, Saoirse, and Telu today. And you can give these to your little walking mushroom friends.",""
"DFr_F4D47DC4.Text","I’m on it. And thank you. I really like these little mushroom guys.",""
"DFr_F2F6055F.Text","I can tell. You almost never ask me for anything, uso.",""
"DFr_A81A15B9.Text","All done. It was delicious.",""
"DFr_87783181.Text","All done?",""
"DFr_6D49E87B.Text","They’re so excited about mail. It’s the weirdest thing.",""
"DFr_55BDDF5F.Text","It is... Strange.",""
"DFr_CAE01568.Text","I’ll be off, then. Mom is really upset with me for staying out so late yesterday.",""
"DFr_1EC3EF62.Text","Your mother gets upset about everything. This isn’t really new.",""
"DFr_D9069871.Text","I’d rather not add fuel to the fire.",""
"DFr_1BFFD59D.Text","Ah if it isn’t my favourite little iridescent dumpling.",""
"DFr_847D341F.Text","You’re only saying that because you know I have food for you.",""
"DFr_A6479C0B.Text","For the record, I’d have said that anyway. But yes please. Give me the food. I’m starving.",""
"DFr_1AB17846.Text","Eri... You’re in a store full of food.",""
"DFr_CF2045AB.Text","That doesn’t count. It’s not cooked and, most importantly, it’s not cooked by Yana.",""
"DFr_9E5D23FA.Text","You’re insufferable. Take your food.",""
"DFr_BFB03513.Text","Tell me, my delectable little friend, anything of interest in your life?",""
"DFr_42F7006A.Text","You ever met a walking mushroom?",""
"DFr_59478EEC.Text","I’ve met my fair share of mushrooms, some for food and some for fun but none of them walked.",""
"DFr_71CB6FAE.Text","Well... I’m delivering mail for a little group of walking mushrooms.",""
"DFr_458AD153.Text","You just live the most fascinating life.",""
"DFr_2B6F6197.Text","Actually, that’s a lie and we both know it, but you know what I mean.",""
"DFr_D56C0B06.Text","Do I?",""
"DFr_7C76E0EE.Text","Yes. I’ve decided that you do. Now go so I can eat without being observed. I’m too hungry to eat pretty.",""
"DFr_91B44D5E.Text","I’m leaving. Enjoy your breakfast.",""
"DFr_BC449148.Text","Good morning Kauma!",""
"DFr_769D5450.Text","Hi Opal. Is that my breakfast?",""
"DFr_603AAAF4.Text","Yes it is.",""
"DFr_CB3C4B7F.Text","...",""
"DFr_D7673E37.Text","You spend too much time with Rin.",""
"DFr_74B05FD9.Text","The longer you make me wait, the more likely I am to ask you questions while you’re working.",""
"DFr_18204F6B.Text","Okay. You win. I just need a moment to finish this up.",""
"DFr_6B6AA53E.Text","So...",""
"DFr_1EB49EDE.Text","Okay fine. I am finishing it up now.",""
"DFr_AD53AC8B.Text","What questions were you going to ask?",""
"DFr_0A01307D.Text","A little bit later...",""
"DFr_DD61974A.Text","Have you ever encountered a walking mushroom?",""
"DFr_94FFD819.Text","...",""
"DFr_E73CAC0B.Text","Wonderful. Could you set it down on the counter for me?",""
"DFr_78B6DEF7.Text","If I set it down and walk away, are you going to forget it’s there?",""
"DFr_ED0C4A69.Text","...",""
"DFr_3A1CA951.Text","How about I just hold it here until you’re done?",""
"DFr_86B00795.Text","You mean mushlings? Absolutely. I helped set up their own little home just outside of town.",""
"DFr_BA349DDF.Text","Did you help them build the mailbox?",""
"DFr_7BD7A8CC.Text","The what?",""
"DFr_C7BF11BF.Text","The mailbox. They have a mailbox.",""
"DFr_885988EE.Text","No... That’s new. Tell me about this mailbox.",""
"DFr_CE9D123B.Text","A little while later...",""
"DFr_6F620667.Text","Fascinating.",""
"DFr_C4C7C05E.Text","Isn’t it?",""
"DFr_308E8520.Text","So they’re advancing in their cognitive abilities. Showing an interest in the behaviours and interests of higher fey. That’s incredible.",""
"DFr_FBDF8200.Text","You’ll have to share any further developments in their society with me. I’m, obviously, very busy with my research but I have time for a side study.",""
"DFr_E5E9E4C9.Text","You do?",""
"DFr_547F64D5.Text","Limited time, but yes. This would make for a fascinating research paper.",""
"DFr_F60F5C67.Text","I will keep you updated. For now, though, I should take Saoirse her food before it gets cold.",""
"DFr_2DDDC54A.Text","Would it get cold? Doesn’t Yana enchant them?",""
"DFr_A165009F.Text","I’m not sure but I’m not willing to find out. Yana feeds me and I’m not risking it.",""
"DFr_6E49A797.Text","Well thank you for sharing your discoveries with me. I need to remember where I was before you interrupted.",""
"DFr_A653CD22.Text","You’re welcome. For the interruption, breakfast, and the information.",""
"DFr_FAB66327.Text","Hi Sao!",""
"DFr_514B5457.Text","Breakfast!!!!",""
"DFr_01B870E2.Text","Well, yes, but I’m here, too.",""
"DFr_E7255D49.Text","Yes, yes but b r e a k f a s t.",""
"DFr_EE0120FF.Text","Here you go, Saoirse.",""
"DFr_28B2AAE8.Text","Did you make a mailbox with feet?",""
"DFr_357348D6.Text","Nnh-mmm.",""
"DFr_DE728FE8.Text","Hm?",""
"DFr_80E1946F.Text","Thank you, Opal.",""
"DFr_E7E613CC.Text","Saoirse...",""
"DFr_405886E0.Text","What?",""
"DFr_A09778DA.Text","Nope.",""
"DFr_E73EA23D.Text","Strange. Okay. I will leave you to your breakfast.",""
"DFr_2757B64A.Text","Telu, I have breakfast for you!",""
"DFr_F9626C1E.Text","Can you just set it on the bench for me?",""
"DFr_8A49B799.Text","Mmm.",""
"DFr_CA7304DD.Text","I can’t imagine how hard seeing that pottery yesterday must have been for him. I wonder if he showed it to Effie. I can’t imagine he did. She’s doing so well now.",""
"DFr_ED29571E.Text","There’s... Sticks and rocks and leaves... And fruit? And some scraps of paper. I think that’s supposed to be the inn? Fascinating.",""
"DFr_B69F4CC1.Text","There’s... Sticks and rocks and... Fruit? And some scraps of paper. I think that’s supposed to be the inn? How close have they gotten to town?",""
"DFr_DCC81EEE.Text","There’s... Fruit and pinecones and some scraps of paper. I think that’s supposed to be the inn? How close have they gotten to the town?",""
"DFr_B7AF94F7.Text","Mushlings? It’s Opal. The mailman.",""
"DFr_C27CC453.Text","??????",""
"DFr_8961DF24.Text","Yana sent these to you",""
"DFr_FD55323F.Text","!!!! Mmmmmmmmmm!!!!!!!!!!!",""
"DFr_35AE89D9.Text","You okay?",""
"DFr_BFBB934F.Text","Mhmm. Thank you Opal. I’ll grab it when I’m done here.",""
"DFr_46060003.Text","Okay. I’m going to go see the mushlings.",""
"DFr_38507E59.Text","No quips for me today?",""
"DFr_48816147.Text","Not today. I’m tired, Ope.",""
"DFr_621948D3.Text","They’re actually really cute when they’re excited. Once you get past the weirdness of walking mushrooms, they’re really endearing.",""
"DFr_1B952C60.Text","My friend that came yesterday is going to come again today so she can teach you some more.",""
"DFr_03D1E8E2.Text","Mmm.",""
"DFr_7697A3FF.Text","Later...",""
"DFr_77B71BBD.Text","They’re getting better. I can almost make out what they’re trying to write.",""
"DFr_869206CD.Text","I asked Saoirse and she said she didn’t build the mailbox.",""
"DFr_4351C749.Text","And Kauma said they’re called Mushlings?",""
"DFr_ED87D57D.Text","Mhmm. Strange little creatures, right?",""
"DFr_453B9564.Text","I think they have the potential to be higher fey.",""
"DFr_DACD923E.Text","Kauma wants updates on their progress.",""
"DFr_4A426562.Text","Well, they gave me some letters and drawings. You can take these two to Kauma next time you deliver to her.",""
"DFr_07D7C9BB.Text","I think I need to deliver these to Yana?",""
"DFr_639D296E.Text","That’s so cute, Ope.",""
"DFr_B3806BBD.Text","Yana’s going to get a kick out of this tomorrow.",""
"DFr_91777E25.Text","Not tonight?",""
"DFr_019714CD.Text","I need to get home early tonight, so I’ll have to skip Yana’s tonight.",""
"DFr_9E6C4882.Text","Unfortunate but understandable. Want me to walk you back?",""
"DFr_92B14F3E.Text","That would be great.",""
"DFr_8E3A92BE.Text","Mom?",""
"DFr_08E99573.Text","In here.",""
"DFr_5107A765.Text","You only got one letter today. It’s from Vrezodia.",""
"DFr_EAAD330A.Text","What?",""
"DFr_525AD06B.Text","Fern is coming back to Petrichoria.",""
"DFr_FE8FD68D.Text","Vrezodia? Give it here.",""
"DFr_3BB6D8FB.Text","Mom? What is it?",""
"DFr_91370E08.Text","...",""
"DFr_B74E8A5D.Text","Unfinished business.",""
"Ntt_6A412806.DisplayName","Opal",""
"Ntt_859352D2.DisplayName","Yana",""
"Ntt_D0622633.DisplayName","Rin",""
"Ntt_CEF47D6B.DisplayName","Eriato",""
"Ntt_DDC7ABCF.DisplayName","Kauma",""
"Ntt_CA0B0124.DisplayName","Diora",""
"Ntt_1FB8F31F.DisplayName","Telu",""
"Ntt_1104BE70.DisplayName","Mushling",""
"Ntt_414379CD.DisplayName","Tivona",""
"Ntt_DA8FB3B5.DisplayName","Elora",""
"Ntt_9111F7B8.DisplayName","Amber",""
"Ntt_9400645D.DisplayName","Saoirse",""
"Ntt_03E4C5FE.DisplayName","Inner Monolog",""
